,Name,Address 1,Address 2,"City, State Zipcode",License No,Issue Date,Expiration Date,Unnamed: 7,lat,long,accuracy,lng
1204,Walgreens #19483,2027 WEST STREET,,ANNAPOLIS MD  21401,P07783,03/08/2018,05/31/2024,,38.982229,,1,-76.535224
1205,Walgreens #19492,9530 CRAIN HWY,,UPPER MARLBORO MD  20772,P07756,03/02/2018,05/31/2024,,38.76038,,1,-76.807633
1206,Walgreens #19577,903 E. Fort Avenue,,Baltimore MD  21230,P07795,03/08/2018,05/31/2024,,39.271487,,1,-76.601343
1207,Walgreens #19843,8491 Fort Smallwood Road,,Pasadena MD  21122,P07823,03/08/2018,05/31/2024,,39.158546,,1,-76.515905
1208,Walgreens #19851,10456 BALTIMORE AVE,,BELTSVILLE MD  20705,P07758,03/02/2018,05/31/2024,,39.028151,,1,-76.918365
1209,Walgreens #19966,19927 CENTURY BLVD,,GERMANTOWN MD  20874,P07775,03/02/2018,05/31/2024,,39.1819,,1,-77.262341
1210,Walgreens #19987,3446 OLNEY LAYTONSVILLE RD,,OLNEY MD  20832,P07773,03/02/2018,05/31/2024,,39.15292,,1,-77.068474
1211,Walgreens #21331,2001 W Patapsco Ave,,Baltimore MD  21230,P06697,06/19/2015,05/31/2024,,39.250265,,1,-76.643437
1212,WALGREENS #21369,13415 Pennsylvania Ave,,Hagerstown MD  21742,P06724,05/29/2015,05/31/2024,,39.682586,,1,-77.720087
1213,Walker Pharmacy Incorporated,2906 Edmondson Avenue,1st Floor,Baltimore MD  21223,P07936,09/05/2018,05/31/2024,,39.294668,,1,-76.665235
1214,WALKERSVILLE PHARMACY,19 EAST FREDERICK ST,,WALKERSVILLE MD  21793,P04478,10/05/2006,05/31/2024,,39.483815,,1,-77.34728
1215,WALMART PHARMACY #10-1674,17850 GARLAND GROH BLVD,,HAGERSTOWN MD  21740,P01680,12/17/1991,05/31/2024,,39.657593,,1,-77.748595
1216,WALMART PHARMACY #10-1715,8155 ELLIOTT ROAD,,EASTON MD  21601,P01669,02/06/2002,05/31/2024,,38.772879,,1,-76.055557
1217,WALMART PHARMACY #10-1716,150 SOLOMONS ISLAND RD,NORTH,PR FREDERICK MD  20678,P01668,10/29/1991,05/31/2024,,38.540808,,1,-76.5894
1218,WALMART PHARMACY #10-1717,11930 ACTON LANE,,WALDORF MD  20601,P01700,02/06/2002,05/31/2024,,38.638887,,1,-76.895544
1219,WALMART PHARMACY #10-1860,1000 EAST PULASKI HWY,,ELKTON MD  21921,P01742,11/10/2005,05/31/2024,,39.603191,,1,-75.792887
1220,WALMART PHARMACY #10-1867,280 WOODWARD ROAD,,WESTMINSTER MD  21157,P01730,02/06/2002,05/31/2024,,39.585452,,1,-76.984054
1221,WALMART PHARMACY #10-1875,407 GEORGE CLAUSS BLVD,,SEVERN MD  21144,P01713,07/14/1992,05/31/2024,,39.146278,,1,-76.647064
1222,WALMART PHARMACY #10-1890,2702 N SALISBURY BLVD,,SALISBURY MD  21801,P01760,05/19/1993,05/31/2024,,38.418008,,1,-75.568447
1223,WALMART PHARMACY #10-1893,3300 N W CRAIN HIGHWAY,,BOWIE MD  20716,P01776,07/16/1993,05/31/2024,,38.935972,,1,-76.719829
1224,WALMART PHARMACY #10-1968,645 S PHILADELPHIA BLVD,,ABERDEEN MD  21001,P01777,02/06/2002,05/31/2024,,39.495538,,1,-76.17677
1225,WALMART PHARMACY #10-1981,45485 MIRAMAR WAY,,CALIFORNIA MD  20619,P01775,02/06/2002,05/31/2024,,38.292908,,1,-76.50338
1226,WALMART PHARMACY #10-1985,3549 RUSSETT GREEN EAST,,LAUREL MD  20724,P01836,02/06/2002,05/31/2024,,39.098563,,1,-76.802767
1227,WALMART PHARMACY #10-2009,401 CONSTANT FRIENDSHIP BLVD,,ABINGDON MD  21009,P01778,02/06/2002,05/31/2024,,39.464442,,1,-76.316304
1228,WALMART PHARMACY #10-2027,12500 COUNTRY CLUB MALL ROAD,,Cumberland MD  21502,P01793,02/06/2002,05/31/2024,,39.625103,,1,-78.835458
1229,WALMART PHARMACY #10-2045,8118 PERRY HILLS RD,,NOTTINGHAM MD  21236,P01847,02/06/2002,05/31/2024,,39.379218,,1,-76.510107
1230,WALMART PHARMACY #10-2233,7400 GUILFORD DRIVE,,FREDERICK MD  21704,P01904,02/06/2002,05/31/2024,,39.396384,,1,-77.410677
1231,WALMART PHARMACY #10-2248,6205 BALTIMORE NAT PIKE,,CATONSVILLE MD  21228,P01865,02/06/2002,05/31/2024,,39.283313,,1,-76.751257
1232,WALMART PHARMACY #10-2272,2775 DORCHESTER SQUARE,,CAMBRIDGE MD  21613,P01894,02/06/2002,05/31/2024,,38.554031,,1,-76.05261
1233,WALMART PHARMACY #10-2279,6721 CHESAPEAKE CTR DR,,GLEN BURNIE MD  21060,P01866,02/06/2002,05/31/2024,,39.189979,,1,-76.605816
1234,WALMART PHARMACY #10-2357,20910 FREDERICK RD,,GERMANTOWN MD  20876,P01987,07/26/1996,05/31/2024,,39.198731,,1,-77.251911
1235,WALMART PHARMACY #10-2412,3200 N  RIDGE ROAD,,ELLICOTT CITY MD  21043,P02055,05/12/1997,05/31/2024,,39.282698,,1,-76.820845
1236,WALMART PHARMACY #10-2435,2399 NORTH POINT BLVD,,DUNDALK MD  21222,P02356,02/06/2002,05/31/2024,,39.285548,,1,-76.498316
1237,WALMART PHARMACY #10-2514,2132 OLD SNOW HILL RD,,POCOMOKE CITY MD  21851,P02045,02/06/2002,05/31/2024,,38.074307,,1,-75.553987
1238,WALMART PHARMACY #10-2551,209 E RIDGEVILLE BLVD,,MOUNT AIRY MD  21771,P02592,02/06/2002,05/31/2024,,39.366962,,1,-77.162412
1239,WALMART PHARMACY #10-2560,11416 OCEAN GATEWAY,,BERLIN MD  21811,P02355,02/06/2002,05/31/2024,,38.339243,,1,-75.162359
1240,WALMART PHARMACY #10-2577,1 FRANKEL WAY,,COCKEYSVILLE MD  21030,P02299,02/06/2002,05/31/2024,,39.470546,,1,-76.643368
1241,WALMART PHARMACY #10-2756,2421 Monocacy Boulevard,,FREDERICK MD  21701,P02681,03/01/2002,05/31/2024,,39.449246,,1,-77.389854
1242,WALMART PHARMACY #10-2799,8745 BRANCH AVE,,CLINTON MD  20735,P02523,02/06/2002,05/31/2024,,38.772337,,1,-76.889525
1243,WALMART PHARMACY #10-2850,2320 N HANOVER PIKE,,HAMPSTEAD MD  21074,P02497,02/06/2002,05/31/2024,,39.636811,,1,-76.869512
1244,WALMART PHARMACY #10-2853,40 DRURY DRIVE,,LAPLATA MD  20646,P02553,02/06/2002,05/31/2024,,38.550237,,1,-76.983488
1245,WALMART PHARMACY #10-2894,13164 GARRETT HWY,,OAKLAND MD  21550,P02576,02/06/2002,05/31/2024,,39.422238,,1,-79.391094
1246,WALMART PHARMACY #10-2931,409 N FRUITLAND BLVD,,FRUITLAND MD  21801,P02502,02/06/2002,05/31/2024,,38.327269,,1,-75.615103
1247,WALMART PHARMACY #10-3481,112 CARROLL ISLAND RD,,BALTIMORE MD  21220,P03173,09/17/2003,05/31/2024,,39.336639,,1,-76.400992
1248,WALMART PHARMACY #10-3489,6420 PETRIE WAY,,BALTIMORE MD  21237,P03049,07/12/2002,05/31/2024,,39.337429,,1,-76.487945
1249,WALMART PHARMACY #10-3490,7081 ARUNDEL MILLS CIR,,HANOVER MD  21076,P03028,06/04/2002,05/31/2024,,39.155721,,1,-76.732359
1250,WALMART PHARMACY #10-3720,3601 WASHINGTON BLVD,,ARBUTUS MD  21227,P04660,10/24/2007,05/31/2024,,39.248302,,1,-76.667331
1251,WALMART PHARMACY #10-3804,8730 LIBERTY ROAD,,RANDALLSTOWN MD  21133,P05760,09/20/2012,05/31/2024,,39.366008,,1,-76.781665
1252,WALMART PHARMACY #10-3843,610 LEGION ROAD,,Denton MD  21629,P05803,10/02/2012,05/31/2024,,38.874865,,1,-75.821569
1253,WALMART PHARMACY #10-5129,6210 ANNAPOLIS ROAD,,LANDOVER HILLS MD  20784,P04537,02/27/2007,05/31/2024,,38.942956,,1,-76.907977
1254,WALMART PHARMACY #10-5228,6405 DOBBIN ROAD,,COLUMBIA MD  21045,P04015,01/28/2004,05/31/2024,,39.195733,,1,-76.819914
1255,WALMART PHARMACY #10-5344,1238 PUTTY HILL AVE,,TOWSON MD  21286,P04183,04/18/2005,05/31/2024,,39.394247,,1,-76.580122
1256,WALMART PHARMACY #10-5345,10600 TOWNE CENTER BLVD,,DUNKIRK MD  20754,P04585,06/19/2007,05/31/2024,,38.722227,,1,-76.658389
1257,WALMART PHARMACY #10-5450,75 NORTH EAST PLAZA,,NORTH EAST MD  21901,P04194,07/20/2005,05/31/2024,,39.611267,,0.68,-75.949404
1258,WALMART PHARMACY 10-3780,303 FALLSTON BLVD,,FALLSTON MD  21047,P05446,02/23/2011,05/31/2024,,39.498677,,1,-76.384934
1259,WALMART PHARMACY 10-5382,8107 GOVERNOR RITCHIE HIGHWAY,,Pasadena MD  21122,P06885,10/08/2015,05/31/2024,,39.127047,,1,-76.587081
1260,Walnut Street Community Health Center Inc dba Family Healthcare Pharmacy,201 S. Cleveland ave.,Suite 101,Hagerstown MD  21740,P08577,04/29/2022,05/31/2024,,39.636075,,1,-77.711154
1261,Walsh McCagh-Kellough Pharmacy,101 North Centre Street,,Cumberland MD  21502,P08650,09/13/2022,05/31/2024,,39.652984,,1,-78.762466
1262,WAVERLY PROFESSIONAL PHARMACY,453 E 28TH ST,,BALTIMORE MD  21218,P02225,04/24/1998,05/31/2024,,39.32194,,1,-76.609602
1263,"WEGMAN'S FOOD MARKETS, INC #54",7830 WORMAN'S MILL RD,,FREDERICK MD  21701,P05505,04/26/2011,05/31/2024,,39.445805,,1,-77.399928
1264,WEGMANS FOOD MARKET INC #056,20600 Seneca Meadows Pkwy,,Germantown MD  20876,P06048,07/19/2013,05/31/2024,,39.199276,,1,-77.256527
1265,WEGMANS FOOD MARKET INC 14,122 SHAWAN ROAD,,HUNT VALLEY MD  21030,P04320,10/02/2005,05/31/2024,,39.49798,,1,-76.656353
1266,WEGMANS FOOD MARKETS INC,8855 MCGAW RD,,COLUMBIA MD  21045,P05685,05/01/2012,05/31/2024,,39.186279,,1,-76.820048
1267,WEGMANS FOOD MARKETS INC,1413 S MAIN CHAPEL WAY,,GAMBRILLS MD  21054,P05752,09/14/2012,05/31/2024,,39.031476,,1,-76.688013
1268,WEGMANS FOOD MARKETS INC #40,9001 MCHUGH DR,,LANHAM MD  20706,P05394,09/29/2010,05/31/2024,,38.921402,,1,-76.850689
1269,WEGMANS FOOD MARKETS INC #53,21 WEGMANS BLVD,,ABINGDON MD  21009,P05558,08/19/2011,05/31/2024,,39.466286,,1,-76.309516
1270,"WEGMANS FOOD MARKETS,INC",10100 REISTERSTOWN ROAD,,Owings Mills MD  21117,P07232,08/18/2016,05/31/2024,,39.413016,,1,-76.77469
1271,Weis Pharmacy  #284,210 H G Trueman Road,,Lusby MD  20657,P07917,09/13/2018,05/31/2024,,38.36193,,0.5,-76.4372
1272,WEIS PHARMACY #084,7200 HOLABIRD AVENUE,,Dundalk MD  21222,P07211,09/07/2016,05/31/2024,,39.273348,,1,-76.516942
1273,WEIS PHARMACY #085,7848 WISE AVENUE,,Dundalk MD  21222,P07212,09/07/2016,05/31/2024,,39.268832,,1,-76.496219
1274,WEIS PHARMACY #086,165 ORVILLE ROAD,,Essex MD  21221,P07213,09/07/2016,05/31/2024,,39.325246,,1,-76.449983
1275,Weis Pharmacy #206,7927 Bel Air Road,Suite S,Nottingham MD  21236,P07720,03/15/2018,05/31/2024,,39.372115,,1,-76.507229
1276,Weis Pharmacy #239,1201 Dutchman's Creek Drive,,Brunswick MD  21716,P07633,10/19/2017,05/31/2024,,39.334521,,1,-77.63918
1277,Weis Pharmacy #282,20995 Point Lookout Road,,Callaway MD  20620,P07914,08/08/2018,05/31/2024,,38.236674,,1,-76.524713
1278,Weis Pharmacy #295,10 Village Center Rd.,,Reisterstown MD  21136,P07860,06/12/2018,05/31/2024,,39.468804,,1,-76.831153
1279,Weis Pharmacy 100,2 Old Camp Road,,Frederick MD  21702,P01582,05/17/1990,05/31/2024,,39.421319,,1,-77.468517
1280,Weis Pharmacy 110,199 THOMAS JOHNSON DR,,FREDERICK MD  21701,P00927,11/05/1981,05/31/2024,,39.441516,,1,-77.409312
1281,Weis Pharmacy 111,630 Baltimore Blvd,,Westminster MD  21157,P00952,06/18/1982,05/31/2024,,39.564529,,1,-76.972153
1282,Weis Pharmacy 119,1001 Twin Arch Road,,Mt Airy MD  21771,P01519,10/12/1989,05/31/2024,,39.369551,,1,-77.145233
1283,Weis Pharmacy 122,9270 All Saints Road,,Laurel MD  20723,P01214,09/05/1985,05/31/2024,,39.120564,,1,-76.852043
1284,Weis Pharmacy 123,4126 Joppa Road,,Baltimore MD  21236,P01277,07/10/1986,05/31/2024,,39.399321,,1,-76.483792
1285,Weis Pharmacy 129,26075 Ridge Road,,DAMASCUS MD  20872,P01610,05/02/1991,05/31/2024,,39.285347,,1,-77.208092
1286,Weis Pharmacy 139,720 Hanover Pike,,HAMPSTEAD MD  21074,P01611,11/06/2002,05/31/2024,,39.594434,,1,-76.84615
1287,Weis Pharmacy 149,6093 Spring Ridge Pkwy,,Frederick MD  21701,P01893,07/03/1995,05/31/2024,,39.399226,,1,-77.346101
1288,Weis Pharmacy 167,12817 Shank Farm Way,,Hagerstown MD  21742,P04745,03/20/2008,05/31/2024,,39.642995,,0.5,-77.652779
1289,Weis Pharmacy 172,550 W  Macphail Road,,Belair MD  21014,P02046,01/28/2000,05/31/2024,,39.522936,,1,-76.345542
1290,Weis Pharmacy 178,700 Chase Six Blvd,,Boonsboro MD  21713,P04313,10/24/2005,05/31/2024,,39.519059,,1,-77.65758
1291,Weis Pharmacy 179,2 Thurmont Blvd,,Thurmont MD  21788,P04483,09/26/2006,05/31/2024,,39.612351,,1,-77.417264
1292,Weis Pharmacy 180,9400 SCOTT MOORE WAY,,PERRY HALL MD  21128,P04068,08/07/2004,05/31/2024,,39.405688,,1,-76.442205
1293,Weis Pharmacy 193,943 Pulaski Highway,,Harve De Grace MD  21078,P02024,09/24/1996,05/31/2024,,39.547779,,1,-76.106562
1294,Weis Pharmacy 229,7005 Security Blvd,,Windsor Mill MD  21244,P05913,02/13/2013,05/31/2024,,39.312229,,1,-76.753651
1295,Weis Pharmacy 44,8115 Ritchie Highway,,Pasadena MD  21122,P02372,07/28/1999,05/31/2024,,39.125769,,1,-76.585839
1296,Weis Pharmacy 45,9250 Baltimore Washington Blvd,,Laurel MD  20723,P02308,12/22/1998,05/31/2024,,38.833563,,0.5,-76.877743
1297,Weis Pharmacy 62,10825 Birmingham Way,,Woodstock MD  21163,P02565,01/30/2001,05/31/2024,,39.307915,,1,-76.890912
1298,Weis Pharmacy 81,31 Eastern Blvd North,,Hagerstown MD  21740,P02520,08/19/2000,05/31/2024,,39.633499,,1,-77.700666
1299,WELCARE PHARMACY,218  E Pulaski Hwy,,ELKTON MD  21921,P05675,05/23/2012,05/31/2024,,39.598036,,1,-75.822401
1300,Well-Rx LLC,10151 York Road,Suite 106-107,Cockeysville MD  21030,P08139,09/05/2019,05/31/2024,,39.468879,,1,-76.637302
1301,WELLBEING CARE PHARMACY,9715 MEDICAL CENTER DR.,SUITE100,Rockville MD  20850,P06683,02/02/2015,05/31/2024,,39.099193,,1,-77.197743
1302,WELLNESS  PHARMACY  LLC,1039  W.  BALTIMORE  ST,,Baltimore MD  21223,P06573,10/24/2014,05/31/2024,,39.288584,,1,-76.634248
1303,Wellpharma Pharmacy,9818 Liberty Rd,Suite B,Randallstown MD  21133,P08637,08/10/2022,05/31/2024,,39.380995,,1,-76.821102
1304,"Westbrook Pharmacy, LLC dba Friends Pharmacy",17340 Quaker Lane,,Sandy Spring MD  20860,PW0529,08/04/2020,05/31/2024,,39.140573,,1,-77.029174
1305,WESTSIDE PHARMACY AND WELLNESS CNTR,2021 WEST PRATT STREET,,BALTIMORE MD  21223,P03079,10/10/2002,05/31/2024,,39.284853,,1,-76.649261
1306,White Flint Family Pharmacy,11125 Rockville Pike,Suite 102,Rockville MD  20852-3142,P08689,12/20/2022,05/31/2024,,39.039636,,1,-77.108603
1307,WHITE MARSH PHARMACY,4924 CAMPBELL BLVD,,WHITE MARSH MD  21236,P04046,05/07/2004,05/31/2024,,39.375621,,1,-76.459093
1308,Whiteford Pharmacy,2338 Whiteford Rd,,Whiteford MD  21160,P07122,05/02/2016,05/31/2024,,39.708805,,1,-76.345715
1309,WILLIAM E KAHLERT REGIONAL CANCER CENTER,291 STONER AVENUE,,Westminster MD  21157,PW0364,10/18/2012,05/31/2024,,39.559016,,1,-76.989777
1310,WILLIAMSPORT  PHARMACY,100 East Potomac Street,,Williamsport MD  21795,P06334,04/01/2014,05/31/2024,,39.600125,,1,-77.81863
1311,WOODBRIDGE PHARMACY,1812 PULASKI HIGHWAY,SUITE J,EDGEWOOD MD  21040,P05531,06/17/2011,05/31/2024,,39.435587,,1,-76.318672
1312,WOODMOOR PHARMACY AND MEDICAL SUPPLY,7027 LIBERTY ROAD,,Baltimore MD  21207,P05968,06/05/2013,05/31/2024,,39.344432,,1,-76.734187
1313,WYE OAK PHARMACY,1935 LANSDOWNE RD,,Halethorpe MD  21227,P04650,09/24/2007,05/31/2024,,39.252053,,1,-76.665792
1314,YORK RD PHARMACY DBA AS LUTHERVILLE PHARMACY,1776 YORK  RD,,Lutherville Timonium MD  21093,P07998,12/26/2018,05/31/2024,,39.428874,,1,-76.622982
1315,You First Pharmacy LLC,507A Eastern Blvd,,Essex MD  21221,P07629,10/12/2017,05/31/2024,,39.308088,,1,-76.47585
1316,ZioRx LLC dba Atlas Pharmacy,16220 Frederick Road,Suite 100,Gaithersburg MD  20877,P08574,04/19/2022,05/31/2024,,39.121475,,1,-77.17721
